source_node,target_node,label,score,rank,algorithm
5,8289,0,0.0,105,jaccard
6,94,1,0.11184211,1,jaccard
6,19,1,0.10583942,2,jaccard
6,922,1,0.10512129,3,jaccard
6,171,1,0.10322581,4,jaccard
6,55,1,0.09968847,5,jaccard
6,1428,1,0.08767773,6,jaccard
6,127,1,0.08695652,7,jaccard
6,50,1,0.082397,8,jaccard
6,1487,1,0.07803468,9,jaccard
6,1201,0,0.07598784,10,jaccard
6,1441,1,0.05517241,11,jaccard
6,147,1,0.05387205,12,jaccard
6,259,1,0.05232558,13,jaccard
6,1160,1,0.05017921,14,jaccard
6,1497,1,0.04983389,15,jaccard
6,243,1,0.04823151,16,jaccard
6,956,0,0.04778157,17,jaccard
6,739,1,0.04713805,18,jaccard
6,1022,1,0.04676259,19,jaccard
6,1293,0,0.04444444,20,jaccard
6,545,1,0.04377104,21,jaccard
6,252,1,0.04347826,22,jaccard
6,370,1,0.04255319,23,jaccard
6,564,1,0.04089219,24,jaccard
6,586,1,0.03787879,25,jaccard
6,791,1,0.03484321,26,jaccard
6,1787,1,0.03424658,27,jaccard
6,373,1,0.03396226,28,jaccard
6,972,1,0.03321033,29,jaccard
6,1652,1,0.03321033,30,jaccard
6,66,0,0.03191489,31,jaccard
6,1062,1,0.03092784,32,jaccard
6,216,1,0.03018868,33,jaccard
6,8290,1,0.02821317,34,jaccard
6,1035,1,0.02622951,35,jaccard
6,1918,0,0.02547771,36,jaccard
6,1032,1,0.02389078,37,jaccard
6,433,1,0.02307692,38,jaccard
6,717,1,0.02290076,39,jaccard
6,300,1,0.02281369,40,jaccard
6,616,1,0.02281369,41,jaccard
6,258,1,0.02272727,42,jaccard
6,175,1,0.02255639,43,jaccard
6,428,1,0.02247191,44,jaccard
6,592,1,0.02230483,45,jaccard
6,1513,1,0.02189781,46,jaccard
6,966,1,0.02173913,47,jaccard
6,1783,1,0.02089552,48,jaccard
6,566,1,0.01915709,49,jaccard
6,700,1,0.01886792,50,jaccard
6,589,1,0.01879699,51,jaccard
6,979,1,0.01865672,52,jaccard
6,1007,1,0.01824818,53,jaccard
6,1705,0,0.01823708,54,jaccard
6,1156,1,0.01779359,55,jaccard
6,5226,0,0.01547988,56,jaccard
6,1751,0,0.01428571,57,jaccard
6,1367,0,0.01408451,58,jaccard
6,3433,0,0.01346801,59,jaccard
6,3787,0,0.01287554,60,jaccard
6,378,1,0.01136364,61,jaccard
6,4448,0,0.01133144,62,jaccard
6,567,1,0.01111111,63,jaccard
6,1982,1,0.0106383,64,jaccard
6,4349,0,0.01023891,65,jaccard
6,6780,0,0.00977199,66,jaccard
6,3284,0,0.0096463,67,jaccard
6,7699,0,0.00946372,68,jaccard
6,392,1,0.00775194,69,jaccard
6,4009,0,0.00763359,70,jaccard
6,1507,1,0.0075188,71,jaccard
6,1600,0,0.0075188,72,jaccard
6,802,1,0.00735294,73,jaccard
6,3892,1,0.00613497,74,jaccard
6,6993,0,0.00591716,75,jaccard
6,6270,0,0.00569801,76,jaccard
6,2020,0,0.00390625,77,jaccard
6,4913,0,0.00390625,78,jaccard
6,830,0,0.00389105,79,jaccard
6,5965,0,0.00389105,80,jaccard
6,694,1,0.00387597,81,jaccard
6,2843,1,0.00384615,82,jaccard
6,2695,0,0.00383142,83,jaccard
6,2163,0,0.00378788,84,jaccard
6,3528,0,0.00377358,85,jaccard
6,3155,0,0.00373134,86,jaccard
6,3547,0,0.00373134,87,jaccard
6,3912,0,0.00359712,88,jaccard
6,3772,0,0.00355872,89,jaccard
6,4134,1,0.0034965,90,jaccard
6,3916,0,0.00346021,91,jaccard
6,4777,0,0.00340136,92,jaccard
6,6765,1,0.0033557,93,jaccard
6,7839,0,0.00330033,94,jaccard
6,3806,0,0.00306748,95,jaccard
6,190,0,0.0,96,jaccard
6,480,0,0.0,97,jaccard
6,517,0,0.0,98,jaccard
6,519,0,0.0,99,jaccard
6,573,0,0.0,100,jaccard
6,1226,0,0.0,101,jaccard
6,1430,0,0.0,102,jaccard
6,1930,0,0.0,103,jaccard
6,2167,0,0.0,104,jaccard
6,2420,0,0.0,105,jaccard
6,2428,0,0.0,106,jaccard
6,2446,0,0.0,107,jaccard
6,2447,0,0.0,108,jaccard
6,2519,0,0.0,109,jaccard
6,2632,0,0.0,110,jaccard
6,2648,0,0.0,111,jaccard
6,2882,0,0.0,112,jaccard
6,2969,0,0.0,113,jaccard
6,3118,0,0.0,114,jaccard
6,3374,0,0.0,115,jaccard
6,3382,0,0.0,116,jaccard
6,3737,0,0.0,117,jaccard
6,3742,0,0.0,118,jaccard
6,3792,0,0.0,119,jaccard
6,4005,0,0.0,120,jaccard
6,4106,0,0.0,121,jaccard
6,4229,0,0.0,122,jaccard
6,4255,0,0.0,123,jaccard
6,4284,0,0.0,124,jaccard
6,4329,0,0.0,125,jaccard
6,4492,0,0.0,126,jaccard
6,4607,0,0.0,127,jaccard
6,4741,0,0.0,128,jaccard
6,4836,0,0.0,129,jaccard
6,5084,0,0.0,130,jaccard
6,5160,0,0.0,131,jaccard
6,5467,0,0.0,132,jaccard
6,5682,0,0.0,133,jaccard
6,5794,0,0.0,134,jaccard
6,5946,0,0.0,135,jaccard
6,6002,0,0.0,136,jaccard
6,6275,0,0.0,137,jaccard
6,6393,0,0.0,138,jaccard
6,6429,0,0.0,139,jaccard
6,6460,0,0.0,140,jaccard
6,6580,0,0.0,141,jaccard
6,6697,0,0.0,142,jaccard
6,6705,0,0.0,143,jaccard
6,6726,0,0.0,144,jaccard
6,6867,0,0.0,145,jaccard
6,6996,0,0.0,146,jaccard
6,7018,0,0.0,147,jaccard
6,7243,0,0.0,148,jaccard
6,7279,0,0.0,149,jaccard
6,7315,0,0.0,150,jaccard
6,7427,0,0.0,151,jaccard
6,7653,0,0.0,152,jaccard
6,7705,0,0.0,153,jaccard
6,7729,0,0.0,154,jaccard
6,7933,0,0.0,155,jaccard
6,7944,0,0.0,156,jaccard
6,8012,0,0.0,157,jaccard
6,8035,0,0.0,158,jaccard
6,8206,0,0.0,159,jaccard
6,8266,0,0.0,160,jaccard
7,1084,0,0.04545455,1,jaccard
7,28,1,0.04411765,2,jaccard
7,228,1,0.03846154,3,jaccard
7,93,1,0.03225806,4,jaccard
7,61,1,0.02941176,5,jaccard
7,30,1,0.02380952,6,jaccard
7,691,0,0.02083333,7,jaccard
7,2211,0,0.02040816,8,jaccard
7,282,0,0.01639344,9,jaccard
7,8294,0,0.00952381,10,jaccard
7,2508,0,0.00884956,11,jaccard
7,424,0,0.0,12,jaccard
7,580,0,0.0,13,jaccard
7,582,0,0.0,14,jaccard
7,610,0,0.0,15,jaccard
7,842,0,0.0,16,jaccard
7,1039,0,0.0,17,jaccard
7,1105,0,0.0,18,jaccard
7,1328,0,0.0,19,jaccard
7,1392,0,0.0,20,jaccard
7,1433,0,0.0,21,jaccard
7,1457,0,0.0,22,jaccard
7,1486,0,0.0,23,jaccard
7,1494,0,0.0,24,jaccard
7,1592,0,0.0,25,jaccard
7,1670,0,0.0,26,jaccard
7,1770,0,0.0,27,jaccard
7,1921,0,0.0,28,jaccard
7,1951,0,0.0,29,jaccard
7,2003,0,0.0,30,jaccard
7,2042,0,0.0,31,jaccard
7,2087,0,0.0,32,jaccard
7,2133,0,0.0,33,jaccard
7,2241,0,0.0,34,jaccard
7,2268,0,0.0,35,jaccard
7,2278,0,0.0,36,jaccard
7,2354,0,0.0,37,jaccard
7,2438,0,0.0,38,jaccard
7,2566,0,0.0,39,jaccard
7,2612,0,0.0,40,jaccard
7,2715,0,0.0,41,jaccard
7,2739,0,0.0,42,jaccard
7,2821,0,0.0,43,jaccard
7,3083,0,0.0,44,jaccard
7,3313,0,0.0,45,jaccard
7,3399,0,0.0,46,jaccard
7,3437,0,0.0,47,jaccard
7,3470,0,0.0,48,jaccard
7,3479,0,0.0,49,jaccard
7,3629,0,0.0,50,jaccard
7,3696,0,0.0,51,jaccard
7,3700,0,0.0,52,jaccard
7,3822,0,0.0,53,jaccard
7,3867,0,0.0,54,jaccard
7,3875,0,0.0,55,jaccard
7,3942,0,0.0,56,jaccard
7,4185,0,0.0,57,jaccard
7,4326,0,0.0,58,jaccard
7,4331,0,0.0,59,jaccard
7,4360,0,0.0,60,jaccard
7,4408,0,0.0,61,jaccard
7,4638,0,0.0,62,jaccard
7,4744,0,0.0,63,jaccard
7,5044,0,0.0,64,jaccard
7,5111,0,0.0,65,jaccard
7,5273,0,0.0,66,jaccard
7,5281,0,0.0,67,jaccard
7,5478,0,0.0,68,jaccard
7,5481,0,0.0,69,jaccard
7,5558,0,0.0,70,jaccard
7,5651,0,0.0,71,jaccard
7,5670,0,0.0,72,jaccard
7,5684,0,0.0,73,jaccard
7,5718,0,0.0,74,jaccard
7,5822,0,0.0,75,jaccard
7,5884,0,0.0,76,jaccard
7,6002,0,0.0,77,jaccard
7,6105,0,0.0,78,jaccard
7,6374,0,0.0,79,jaccard
7,6530,0,0.0,80,jaccard
7,6534,0,0.0,81,jaccard
7,6590,0,0.0,82,jaccard
7,6700,0,0.0,83,jaccard
7,6703,0,0.0,84,jaccard
7,6791,0,0.0,85,jaccard
7,6841,0,0.0,86,jaccard
7,6886,0,0.0,87,jaccard
7,6981,0,0.0,88,jaccard
7,7080,0,0.0,89,jaccard
7,7137,0,0.0,90,jaccard
7,7188,0,0.0,91,jaccard
7,7279,0,0.0,92,jaccard
7,7407,0,0.0,93,jaccard
7,7431,0,0.0,94,jaccard
7,7561,0,0.0,95,jaccard
7,7593,0,0.0,96,jaccard
7,7637,0,0.0,97,jaccard
7,7650,0,0.0,98,jaccard
7,7664,0,0.0,99,jaccard
7,7802,0,0.0,100,jaccard
7,7803,0,0.0,101,jaccard
7,7842,0,0.0,102,jaccard
7,7923,0,0.0,103,jaccard
7,8064,0,0.0,104,jaccard
7,8292,0,0.0,105,jaccard
8,282,1,0.17372881,1,jaccard
8,659,1,0.11734694,2,jaccard
8,439,1,0.10900474,3,jaccard
8,817,1,0.10526316,4,jaccard
8,182,1,0.1038961,5,jaccard
8,319,1,0.1025641,6,jaccard
8,178,1,0.10132159,7,jaccard
8,135,1,0.07853403,8,jaccard
8,152,1,0.07655502,9,jaccard
8,54,1,0.07253886,10,jaccard
8,636,1,0.06878307,11,jaccard
8,348,1,0.06796117,12,jaccard
8,75,1,0.06637168,13,jaccard
8,677,1,0.06451613,14,jaccard
8,214,1,0.06081081,15,jaccard
8,674,1,0.05978261,16,jaccard
8,844,1,0.05529954,17,jaccard
8,624,1,0.04519774,18,jaccard
8,440,1,0.0441989,19,jaccard
8,715,1,0.03921569,20,jaccard
8,657,1,0.03888889,21,jaccard
8,428,1,0.03846154,22,jaccard
8,627,1,0.03409091,23,jaccard
8,868,1,0.03333333,24,jaccard
8,604,1,0.03314917,25,jaccard
8,216,1,0.03278689,26,jaccard
8,274,1,0.03174603,27,jaccard
8,866,1,0.02777778,28,jaccard
8,514,1,0.0273224,29,jaccard
8,524,1,0.02702703,30,jaccard
8,105,0,0.02673797,31,jaccard
8,390,1,0.02222222,32,jaccard
8,567,1,0.02162162,33,jaccard
8,1485,0,0.02162162,34,jaccard
8,695,0,0.01915709,35,jaccard
8,810,1,0.01843318,36,jaccard
8,353,0,0.01724138,37,jaccard
8,581,1,0.01694915,38,jaccard
8,607,1,0.01694915,39,jaccard
8,3967,0,0.01456311,40,jaccard
8,8174,0,0.01293103,41,jaccard
8,3439,0,0.01273885,42,jaccard
8,8284,1,0.01136364,43,jaccard
8,3144,0,0.01034483,44,jaccard
8,1751,0,0.01010101,45,jaccard
8,2922,0,0.00947867,46,jaccard
8,3351,0,0.00934579,47,jaccard
8,2435,0,0.00888889,48,jaccard
8,2410,0,0.00854701,49,jaccard
8,1419,0,0.00843882,50,jaccard
8,2646,0,0.00784314,51,jaccard
8,309,0,0.00581395,52,jaccard
8,752,0,0.00581395,53,jaccard
8,819,0,0.00581395,54,jaccard
8,1696,0,0.00574713,55,jaccard
8,449,0,0.00561798,56,jaccard
8,1653,0,0.00480769,57,jaccard
8,2116,0,0.00462963,58,jaccard
8,5947,0,0.00423729,59,jaccard
8,3059,0,0.00393701,60,jaccard
8,395,0,0.0,61,jaccard
8,467,0,0.0,62,jaccard
8,552,0,0.0,63,jaccard
8,1466,0,0.0,64,jaccard
8,1502,0,0.0,65,jaccard
8,1668,0,0.0,66,jaccard
8,1720,0,0.0,67,jaccard
8,1796,0,0.0,68,jaccard
8,1944,0,0.0,69,jaccard
8,2041,0,0.0,70,jaccard
8,2050,0,0.0,71,jaccard
8,2287,0,0.0,72,jaccard
8,2467,0,0.0,73,jaccard
8,2683,0,0.0,74,jaccard
8,2788,0,0.0,75,jaccard
8,2949,0,0.0,76,jaccard
8,3072,0,0.0,77,jaccard
8,3094,0,0.0,78,jaccard
8,3107,0,0.0,79,jaccard
8,3273,0,0.0,80,jaccard
8,3285,0,0.0,81,jaccard
8,3600,0,0.0,82,jaccard
8,3603,0,0.0,83,jaccard
8,3695,0,0.0,84,jaccard
8,3705,0,0.0,85,jaccard
8,3742,0,0.0,86,jaccard
8,3893,0,0.0,87,jaccard
8,3894,0,0.0,88,jaccard
8,3900,0,0.0,89,jaccard
8,3933,0,0.0,90,jaccard
8,4038,0,0.0,91,jaccard
8,4116,0,0.0,92,jaccard
8,4142,0,0.0,93,jaccard
8,4189,0,0.0,94,jaccard
8,4727,0,0.0,95,jaccard
8,4738,0,0.0,96,jaccard
8,4867,0,0.0,97,jaccard
8,4876,0,0.0,98,jaccard
8,4977,0,0.0,99,jaccard
8,5019,0,0.0,100,jaccard
8,5204,0,0.0,101,jaccard
8,5474,0,0.0,102,jaccard
8,5611,0,0.0,103,jaccard
8,5674,0,0.0,104,jaccard
8,5889,0,0.0,105,jaccard
8,5959,0,0.0,106,jaccard
8,6180,0,0.0,107,jaccard
8,6197,0,0.0,108,jaccard
8,6202,0,0.0,109,jaccard
8,6217,0,0.0,110,jaccard
8,6245,0,0.0,111,jaccard
8,6340,0,0.0,112,jaccard
8,6376,0,0.0,113,jaccard
8,6481,0,0.0,114,jaccard
8,6515,0,0.0,115,jaccard
8,6889,0,0.0,116,jaccard
8,6916,0,0.0,117,jaccard
8,7051,0,0.0,118,jaccard
8,7070,0,0.0,119,jaccard
8,7080,0,0.0,120,jaccard
8,7131,0,0.0,121,jaccard
8,7198,0,0.0,122,jaccard
8,7421,0,0.0,123,jaccard
8,7472,0,0.0,124,jaccard
8,7534,0,0.0,125,jaccard
8,7733,0,0.0,126,jaccard
8,7742,0,0.0,127,jaccard
8,7761,0,0.0,128,jaccard
8,7808,0,0.0,129,jaccard
8,7875,0,0.0,130,jaccard
8,7899,0,0.0,131,jaccard
8,7942,0,0.0,132,jaccard
8,7986,0,0.0,133,jaccard
8,8012,0,0.0,134,jaccard
8,8131,0,0.0,135,jaccard
8,8241,0,0.0,136,jaccard
9,8,1,0.19095477,1,jaccard
9,94,1,0.11363636,2,jaccard
9,10,1,0.10769231,3,jaccard
9,356,1,0.0776699,4,jaccard
9,402,1,0.04950495,5,jaccard
9,228,1,0.04166667,6,jaccard
9,348,1,0.03669725,7,jaccard
9,658,1,0.03614458,8,jaccard
9,214,1,0.035,9,jaccard
9,555,0,0.03076923,10,jaccard
9,423,0,0.02898551,11,jaccard
9,982,1,0.02459016,12,jaccard
9,1652,1,0.02298851,13,jaccard
9,248,0,0.01538462,14,jaccard
9,2718,0,0.01538462,15,jaccard
9,1759,0,0.01470588,16,jaccard
9,620,0,0.01333333,17,jaccard
9,932,1,0.01190476,18,jaccard
9,395,0,0.01020408,19,jaccard
9,1051,0,0.00990099,20,jaccard
9,689,0,0.00980392,21,jaccard
9,1935,0,0.00970874,22,jaccard
9,2435,0,0.00840336,23,jaccard
9,1221,0,0.00740741,24,jaccard
9,1542,0,0.00716846,25,jaccard
9,5449,0,0.00704225,26,jaccard
9,5254,0,0.00684932,27,jaccard
9,3447,0,0.00299401,28,jaccard
9,2237,0,0.00260417,29,jaccard
9,363,1,0.0,30,jaccard
9,378,1,0.0,31,jaccard
9,472,0,0.0,32,jaccard
9,592,1,0.0,33,jaccard
9,868,1,0.0,34,jaccard
9,957,0,0.0,35,jaccard
9,1209,0,0.0,36,jaccard
9,1277,0,0.0,37,jaccard
9,1367,0,0.0,38,jaccard
9,1370,0,0.0,39,jaccard
9,1504,0,0.0,40,jaccard
9,1719,0,0.0,41,jaccard
9,1869,0,0.0,42,jaccard
